posX	posY	pressure	movementX	movementY	time
905.0374145507812	965.0438842773438	0.08235294371843338	0	0	0.0
903.6865844726562	967.74755859375	0.08235294371843338	-1	2	17.80000003054738
900.9850463867188	974.5064086914062	0.08235294371843338	-2	5	34.40000000409782
894.23095703125	992.0797119140625	0.08235294371843338	-5	13	51.09999992419034
888.827880859375	1012.3563842773438	0.08235294371843338	-4	15	67.79999996069819
886.126220703125	1036.6888427734375	0.08235294371843338	-2	18	84.49999999720603
886.126220703125	1065.0762939453125	0.08235294371843338	0	21	101.20000003371388
886.126220703125	1098.87109375	0.08235294371843338	0	25	117.69999994430691
886.126220703125	1142.128173828125	0.08235294371843338	0	32	134.59999999031425
888.827880859375	1200.2552490234375	0.08235294371843338	2	43	151.19999996386468
971.2267456054688	1612.5509033203125	0.08235294371843338	61	305	167.79999993741512
737.5379638671875	547.3411254882812	0.09803922474384308	0	0	15618.200000026263
736.1871948242188	540.5822143554688	0.09803922474384308	-1	-5	15701.60000002943
715.9251098632812	506.7874755859375	0.09803922474384308	-15	-25	15718.299999949522
679.4534301757812	481.1034851074219	0.09803922474384308	-27	-19	15734.99999998603
633.5261840820312	460.8266296386719	0.09803922474384308	-34	-15	15751.79999996908
582.1957397460938	444.6051940917969	0.09803922474384308	-38	-12	15768.299999996088
532.216064453125	436.49444580078125	0.09803922474384308	-37	-6	15785.000000032596
484.9379577636719	436.49444580078125	0.09803922474384308	-35	0	15801.399999996647
443.0631103515625	443.25335693359375	0.09803922474384308	-31	5	15817.999999970198
391.7326354980469	468.9373779296875	0.09803922474384308	-38	19	15834.700000006706
333.64813232421875	520.3052978515625	0.09803922474384308	-43	38	15851.299999980256
279.61602783203125	581.1358642578125	0.09803922474384308	-40	45	15868.000000016764
237.74118041992188	644.669921875	0.09803922474384308	-31	47	15884.699999936856
213.4267578125	709.5557861328125	0.09803922474384308	-18	48	15901.300000026822
194.51551818847656	778.4970703125	0.09803922474384308	-14	51	15918.100000009872
186.41070556640625	852.8453369140625	0.09803922474384308	-6	55	15934.899999992922
193.1647186279297	971.8029174804688	0.09803922474384308	5	88	15951.40000001993
221.53155517578125	1044.7994384765625	0.09803922474384308	21	54	15968.099999940023
267.4588317871094	1109.685302734375	0.09803922474384308	34	48	15984.700000029989
322.8417053222656	1156.998046875	0.09803922474384308	41	35	16001.399999950081
384.9786071777344	1184.03369140625	0.09803922474384308	46	20	16017.999999923632
449.81707763671875	1193.4962158203125	0.09803922474384308	48	7	16034.69999996014
516.0064086914062	1184.03369140625	0.09803922474384308	49	-7	16051.29999993369
590.3005981445312	1146.18359375	0.09803922474384308	55	-28	16067.999999970198
680.8042602539062	1047.5030517578125	0.09803922474384308	67	-73	16084.799999953248
687.5582885742188	1004.2457885742188	0.09803922474384308	5	-32	16101.299999980256
697.0139770507812	890.6954345703125	0.09803922474384308	7	-84	16118.000000016764
697.0139770507812	774.441650390625	0.09803922474384308	0	-86	16134.699999936856
688.9090576171875	667.6503295898438	0.09803922474384308	-6	-79	16151.300000026822
671.3486938476562	577.0805053710938	0.09803922474384308	-13	-67	16167.999999946915
641.6310424804688	506.7874755859375	0.09803922474384308	-22	-52	16184.699999983422
567.3369140625	439.197998046875	0.09803922474384308	-55	-50	16201.40000001993
507.901611328125	422.97650146484375	0.09803922474384308	-44	-12	16218.099999940023
444.4139404296875	427.03192138671875	0.09803922474384308	-47	3	16234.700000029989
380.9262390136719	454.0676574707031	0.09803922474384308	-47	20	16251.399999950081
326.8941650390625	506.7874755859375	0.09803922474384308	-40	39	16267.999999923632
274.2128601074219	583.8394165039062	0.09803922474384308	-39	57	16284.69999996014
230.9871826171875	682.5200805664062	0.09803922474384308	-32	73	16301.399999996647
209.37429809570312	783.9041137695312	0.09803922474384308	-16	75	16317.999999970198
205.32192993164062	883.9365234375	0.09803922474384308	-3	74	16334.700000006706
214.77755737304688	974.5064086914062	0.09803922474384308	7	67	16351.399999926798
243.14439392089844	1048.854736328125	0.09803922474384308	21	55	16368.000000016764
285.0192565917969	1108.33349609375	0.09803922474384308	31	44	16384.699999936856
339.0513000488281	1143.4801025390625	0.09803922474384308	40	26	16401.399999973364
394.4342041015625	1162.405029296875	0.09803922474384308	41	14	16418.199999956414
484.9379577636719	1159.701416015625	0.09803922474384308	67	-2	16434.599999920465
552.4780883789062	1129.962158203125	0.09803922474384308	50	-22	16451.40000001993
609.2117309570312	1078.59423828125	0.09803922474384308	42	-38	16467.99999999348
676.7518920898438	974.5064086914062	0.09803922474384308	50	-77	16484.59999996703
690.2598876953125	933.9528198242188	0.09803922474384308	10	-30	16501.39999995008
711.872802734375	835.2721557617188	0.09803922474384308	16	-73	16517.99999992363
715.9251098632812	741.998779296875	0.09803922474384308	3	-69	16534.600000013597
706.4696044921875	652.7806396484375	0.09803922474384308	-7	-66	16551.29999993369
676.7518920898438	578.4322509765625	0.09803922474384308	-22	-55	16567.900000023656
632.1754760742188	516.25	0.09803922474384308	-33	-46	16584.700000006706
574.0908813476562	468.9373779296875	0.09803922474384308	-43	-35	16601.299999980256
507.901611328125	439.197998046875	0.09803922474384308	-49	-22	16618.099999963306
437.65985107421875	429.7355041503906	0.09803922474384308	-52	-7	16634.799999999814
367.4181823730469	435.1426086425781	0.09803922474384308	-52	4	16651.799999992363
303.9305114746094	466.2337341308594	0.09803922474384308	-47	23	16668.199999956414
213.4267578125	548.69287109375	0.09803922474384308	-67	61	16684.699999983422
168.8502655029297	621.6895141601562	0.09803922474384308	-33	54	16701.40000001993
